63: Namibia, daily cases: +179, daily deaths: +6, population: 2,572,709, daily cases ratio: 69.57646589645388, daily deaths ratio: 2.3321720412219182
64: Cuba, daily cases: +762, daily deaths: +4, population: 11,321,796, daily cases ratio: 67.3038093956118, daily deaths ratio: 0.3533008367223716
65: Russia, daily cases: +9,794, daily deaths: +486, population: 145,978,069, daily cases ratio: 67.0922698669209, daily deaths ratio: 3.3292672202699163
66: Bolivia, daily cases: +778, daily deaths: +19, population: 11,783,318, daily cases ratio: 66.0255456060848, daily deaths ratio: 1.6124490572180092
67: Portugal, daily cases: +577, daily deaths: +15, population: 10,175,962, daily cases ratio: 56.702255767071456, daily deaths ratio: 1.474062108329414
68: Azerbaijan, daily cases: +576, daily deaths: +6, population: 10,202,622, daily cases ratio: 56.456075702892846, daily deaths ratio: 0.5880841219051338
69: Tunisia, daily cases: +640, daily deaths: +16, population: 11,904,413, daily cases ratio: 53.76157564425898, daily deaths ratio: 1.3440393911064745
70: Mexico, daily cases: +6,470, daily deaths: +654, population: 129,872,506, daily cases ratio: 49.81808851828885, daily deaths ratio: 5.035707865681748
71: Dominican Republic, daily cases: +529, daily deaths: +9, population: 10,923,394, daily cases ratio: 48.42817168363606, daily deaths ratio: 0.8239197450902165
72: Malaysia, daily cases: +1,575, daily deaths: +3, population: 32,653,364, daily cases ratio: 48.23392775090493, daily deaths ratio: 0.09187414809696176
73: Kazakhstan, daily cases: +899, daily deaths: None, population: 18,932,409, daily cases ratio: 47.484712589929785, daily deaths ratio: 0
74: Guatemala, daily cases: +831, daily deaths: +15, population: 18,144,574, daily cases ratio: 45.79881566797876, daily deaths ratio: 0.8266934236097249
75: Philippines, daily cases: +4,571, daily deaths: +87, population: 110,591,530, daily cases ratio: 41.33227924416997, daily deaths ratio: 0.7866786904928433
76: Gambia, daily cases: +88, daily deaths: None, population: 2,463,350, daily cases ratio: 35.723709582479145, daily deaths ratio: 0
77: Mauritius, daily cases: +43, daily deaths: None, population: 1,273,238, daily cases ratio: 33.772161999563316, daily deaths ratio: 0
78: Mongolia, daily cases: +103, daily deaths: None, population: 3,314,815, daily cases ratio: 31.072623962423243, daily deaths ratio: 0
79: Indonesia, daily cases: +6,412, daily deaths: +180, population: 275,530,076, daily cases ratio: 23.271506664847724, daily deaths ratio: 0.6532862132989068
80: South Africa, daily cases: +1,225, daily deaths: +69, population: 59,826,923, daily cases ratio: 20.475731302443883, daily deaths ratio: 1.1533269060152065
81: El Salvador, daily cases: +133, daily deaths: +5, population: 6,508,966, daily cases ratio: 20.433353008757457, daily deaths ratio: 0.7681711657427617
82: India, daily cases: +27,512, daily deaths: +157, population: 1,389,419,783, daily cases ratio: 19.801071164106204, daily deaths ratio: 0.11299680767536617
83: Venezuela, daily cases: +509, daily deaths: +7, population: 28,379,718, daily cases ratio: 17.935343825474234, daily deaths ratio: 0.24665502314011714
84: Zambia, daily cases: +327, daily deaths: +1, population: 18,737,978, daily cases ratio: 17.45118923717383, daily deaths ratio: 0.05336755118401783
85: Guinea, daily cases: +220, daily deaths: +1, population: 13,377,852, daily cases ratio: 16.445091484043925, daily deaths ratio: 0.0747504158365633
86: Sri Lanka, daily cases: +297, daily deaths: +5, population: 21,475,715, daily cases ratio: 13.829574475168814, daily deaths ratio: 0.2328211191105861
87: Kenya, daily cases: +750, daily deaths: +2, population: 54,588,274, daily cases ratio: 13.73921439611738, daily deaths ratio: 0.03663790505631301
88: Pakistan, daily cases: +2,701, daily deaths: +53, population: 223,854,800, daily cases ratio: 12.06585697514639, daily deaths ratio: 0.23676061446973665
89: Ivory Coast, daily cases: +313, daily deaths: +2, population: 26,828,189, daily cases ratio: 11.66683297184167, daily deaths ratio: 0.07454845349419598
90: Ethiopia, daily cases: +1,361, daily deaths: +27, population: 116,925,005, daily cases ratio: 11.639939634811219, daily deaths ratio: 0.23091724477582876
91: Senegal, daily cases: +198, daily deaths: +10, population: 17,047,593, daily cases ratio: 11.614542885907706, daily deaths ratio: 0.5865930750458438
92: Morocco, daily cases: +431, daily deaths: +4, population: 37,213,872, daily cases ratio: 11.581702651097418, daily deaths ratio: 0.10748679954614773
93: South Sudan, daily cases: +129, daily deaths: +1, population: 11,284,716, daily cases ratio: 11.431390918477701, daily deaths ratio: 0.08861543347657132
94: Togo, daily cases: +96, daily deaths: None, population: 8,412,461, daily cases ratio: 11.411642799889353, daily deaths ratio: 0
95: Mozambique, daily cases: +359, daily deaths: +8, population: 31,857,555, daily cases ratio: 11.268912507566887, daily deaths ratio: 0.2511178274666716
96: Saudi Arabia, daily cases: +360, daily deaths: +5, population: 35,189,073, daily cases ratio: 10.230448525881883, daily deaths ratio: 0.1420895628594706
97: Japan, daily cases: +1,288, daily deaths: +49, population: 126,206,260, daily cases ratio: 10.205515954596864, daily deaths ratio: 0.3882533243596633
98: Kyrgyzstan, daily cases: +63, daily deaths: +4, population: 6,598,650, daily cases ratio: 9.547407424245868, daily deaths ratio: 0.6061845983648171
99: S. Korea, daily cases: +488, daily deaths: +10, population: 51,299,927, daily cases ratio: 9.512684101870164, daily deaths ratio: 0.19493205126783125
100: Guinea-Bissau, daily cases: +18, daily deaths: +1, population: 2,000,058, daily cases ratio: 8.999739007568781, daily deaths ratio: 0.4999855004204878
101: Eswatini, daily cases: +10, daily deaths: None, population: 1,168,498, daily cases ratio: 8.557994964475764, daily deaths ratio: 0
102: Rwanda, daily cases: +112, daily deaths: +2, population: 13,173,363, daily cases ratio: 8.502005144775863, daily deaths ratio: 0.15182152044242614
103: Timor-Leste, daily cases: +11, daily deaths: None, population: 1,335,793, daily cases ratio: 8.234808836399052, daily deaths ratio: 0
104: Eritrea, daily cases: +29, daily deaths: None, population: 3,580,417, daily cases ratio: 8.099615212417994, daily deaths ratio: 0
105: Hong Kong, daily cases: +60, daily deaths: None, population: 7,539,223, daily cases ratio: 7.958379795902045, daily deaths ratio: 0
106: Bangladesh, daily cases: +1,066, daily deaths: +13, population: 165,827,934, daily cases ratio: 6.428350002840897, daily deaths ratio: 0.07839451222976702
107: Egypt, daily cases: +639, daily deaths: +45, population: 103,667,896, daily cases ratio: 6.163914043360155, daily deaths ratio: 0.43407845375775733
108: Trinidad and Tobago, daily cases: +6, daily deaths: None, population: 1,402,642, daily cases ratio: 4.277641764612781, daily deaths ratio: 0
109: Syria, daily cases: +71, daily deaths: +5, population: 17,793,554, daily cases ratio: 3.990209038621514, daily deaths ratio: 0.28100063652264184
110: Malawi, daily cases: +73, daily deaths: +1, population: 19,470,243, daily cases ratio: 3.749311192469452, daily deaths ratio: 0.05136042729410208
111: Cambodia, daily cases: +62, daily deaths: None, population: 16,879,226, daily cases ratio: 3.6731542074263355, daily deaths ratio: 0
112: Algeria, daily cases: +157, daily deaths: +3, population: 44,398,335, daily cases ratio: 3.5361686423601246, daily deaths ratio: 0.06757010144637181
113: Mauritania, daily cases: +16, daily deaths: None, population: 4,733,772, daily cases ratio: 3.379968447994538, daily deaths ratio: 0
114: Haiti, daily cases: +38, daily deaths: None, population: 11,498,882, daily cases ratio: 3.3046690973957293, daily deaths ratio: 0
115: Zimbabwe, daily cases: +46, daily deaths: +4, population: 15,012,729, daily cases ratio: 3.0640664998349068, daily deaths ratio: 0.2664405652030354
116: Yemen, daily cases: +62, daily deaths: +12, population: 30,279,066, daily cases ratio: 2.047619302391956, daily deaths ratio: 0.3963134133661851
117: Burundi, daily cases: +24, daily deaths: None, population: 12,134,068, daily cases ratio: 1.9779022171294902, daily deaths ratio: 0
118: Nigeria, daily cases: +399, daily deaths: +8, population: 209,658,679, daily cases ratio: 1.9030931698277085, daily deaths ratio: 0.03815725653789891
119: Angola, daily cases: +60, daily deaths: +2, population: 33,568,110, daily cases ratio: 1.7874107300053532, daily deaths ratio: 0.05958035766684511
120: Singapore, daily cases: +10, daily deaths: None, population: 5,882,301, daily cases ratio: 1.7000150111325483, daily deaths ratio: 0
121: Chad, daily cases: +28, daily deaths: +1, population: 16,749,845, daily cases ratio: 1.6716572601119593, daily deaths ratio: 0.05970204500399855
122: Nepal, daily cases: +48, daily deaths: None, population: 29,499,030, daily cases ratio: 1.627172147694348, daily deaths ratio: 0
123: Mali, daily cases: +31, daily deaths: +1, population: 20,651,739, daily cases ratio: 1.5010842428330127, daily deaths ratio: 0.048422072349452026
124: Burkina Faso, daily cases: +30, daily deaths: +1, population: 21,297,525, daily cases ratio: 1.4086143812485252, daily deaths ratio: 0.04695381270828418
125: Uzbekistan, daily cases: +45, daily deaths: None, population: 33,805,059, daily cases ratio: 1.3311617057080125, daily deaths ratio: 0
126: Thailand, daily cases: +81, daily deaths: None, population: 69,921,924, daily cases ratio: 1.158434942379446, daily deaths ratio: 0
127: DRC, daily cases: +87, daily deaths: None, population: 91,431,296, daily cases ratio: 0.9515341442825004, daily deaths ratio: 0
128: Liberia, daily cases: +4, daily deaths: None, population: 5,139,613, daily cases ratio: 0.7782687140062879, daily deaths ratio: 0
129: Australia, daily cases: +12, daily deaths: None, population: 25,705,031, daily cases ratio: 0.46683468306262693, daily deaths ratio: 0
130: Afghanistan, daily cases: +17, daily deaths: +3, population: 39,532,913, daily cases ratio: 0.4300214355567473, daily deaths ratio: 0.07588613568648482
131: Taiwan, daily cases: +6, daily deaths: None, population: 23,846,797, daily cases ratio: 0.2516061171653367, daily deaths ratio: 0
132: Sierra Leone, daily cases: +2, daily deaths: None, population: 8,088,973, daily cases ratio: 0.2472501762584694, daily deaths ratio: 0
133: New Zealand, daily cases: +1, daily deaths: None, population: 5,002,100 , daily cases ratio: 0.1999160352651886, daily deaths ratio: 0
134: Uganda, daily cases: +9, daily deaths: None, population: 46,732,418, daily cases ratio: 0.19258579772182985, daily deaths ratio: 0
135: Vietnam, daily cases: +17, daily deaths: None, population: 97,946,595, daily cases ratio: 0.17356397126413636, daily deaths ratio: 0
136: Myanmar, daily cases: +8, daily deaths: None, population: 54,663,290, daily cases ratio: 0.14635050323535226, daily deaths ratio: 0
137: China, daily cases: +9, daily deaths: None, population: 1,439,323,776 , daily cases ratio: 0.0062529363789235425, daily deaths ratio: 0
138: Sweden, daily cases: None, daily deaths: +35, population: 10,143,038, daily cases ratio: 0, daily deaths ratio: 3.450642696990783
139: Oman, daily cases: None, daily deaths: None, population: 5,196,050, daily cases ratio: 0, daily deaths ratio: 0
140: Ghana, daily cases: None, daily deaths: None, population: 31,520,596, daily cases ratio: 0, daily deaths ratio: 0
141: Cameroon, daily cases: None, daily deaths: None, population: 27,000,972, daily cases ratio: 0, daily deaths ratio: 0
142: Botswana, daily cases: None, daily deaths: None, population: 2,384,409, daily cases ratio: 0, daily deaths ratio: 0
143: Sudan, daily cases: None, daily deaths: None, population: 44,554,963, daily cases ratio: 0, daily deaths ratio: 0
144: Madagascar, daily cases: None, daily deaths: None, population: 28,181,106, daily cases ratio: 0, daily deaths ratio: 0
145: Tajikistan, daily cases: None, daily deaths: None, population: 9,685,375, daily cases ratio: 0, daily deaths ratio: 0
146: Lesotho, daily cases: None, daily deaths: None, population: 2,154,044, daily cases ratio: 0, daily deaths ratio: 0
147: Congo, daily cases: None, daily deaths: None, population: 5,611,646, daily cases ratio: 0, daily deaths ratio: 0
148: Somalia, daily cases: None, daily deaths: None, population: 16,198,132, daily cases ratio: 0, daily deaths ratio: 0
149: Nicaragua, daily cases: None, daily deaths: None, population: 6,679,195, daily cases ratio: 0, daily deaths ratio: 0
150: Benin, daily cases: None, daily deaths: None, population: 12,341,752, daily cases ratio: 0, daily deaths ratio: 0
151: Equatorial Guinea, daily cases: None, daily deaths: None, population: 1,434,598, daily cases ratio: 0, daily deaths ratio: 0
152: CAR, daily cases: None, daily deaths: None, population: 4,887,826, daily cases ratio: 0, daily deaths ratio: 0
153: Niger, daily cases: None, daily deaths: None, population: 24,806,536, daily cases ratio: 0, daily deaths ratio: 0
154: Papua New Guinea, daily cases: None, daily deaths: None, population: 9,064,111, daily cases ratio: 0, daily deaths ratio: 0
155: Tanzania, daily cases: None, daily deaths: None, population: 60,903,854, daily cases ratio: 0, daily deaths ratio: 0
156: Laos, daily cases: None, daily deaths: None, population: 7,348,660, daily cases ratio: 0, daily deaths ratio: 0
